soc_code,title,aai,aai_manus,rank,frey_probability,label,occupation,claude_usage,employment_2025,median_wage_2025,employment_2010,median_wage_2010,education_level,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,rl_feasibility,cognitive_ability_share
11-1011,Chief Executives,0.1398852113512685,0.1486020876176212,70.0,0.015,0.0,Chief executives,0.03191055056828788,204350.0,213990.0,273500.0,165080.0,Bachelor's degree,0.1,0.46,0.8200000000000001,0.18,0.35,0.52,13.896774193548387,0.5879059350503919
11-1021,General and Operations Managers,0.1395223813130562,0.1539984409660741,195.0,0.16,,General and operations managers,0.031074513687118027,3503020.0,105770.0,1708080.0,94400.0,Bachelor's degree,0.0,0.4807692307692308,0.9615384615384616,0.1153846153846153,0.3846153846153846,0.6538461538461539,23.38235294117647,0.5568441547447727
11-1031,Legislators,,,,,,Legislators,0.0052333737236865,,,65710.0,19260.0,Bachelor's degree,0.0333333333333333,0.4,0.7666666666666666,0.2666666666666666,0.5166666666666666,0.7666666666666666,,
11-2011,Advertising and Promotions Managers,0.1282694058502469,0.1497913316149124,124.0,0.039,,Advertising and promotions managers,0.017601192048430483,21470.0,133660.0,32240.0,83890.0,Bachelor's degree,0.0,0.4767441860465116,0.9534883720930232,0.2558139534883721,0.5465116279069767,0.8372093023255813,33.87142857142857,0.5841405915130733
11-2021,Marketing Managers,0.1226681689217844,0.1416836872203719,61.0,0.014,,Marketing managers,0.01300308790764936,395240.0,166790.0,164590.0,112800.0,Bachelor's degree,0.0625,0.5,0.9375,0.21875,0.578125,0.9375,32.019999999999996,0.5880470506832727
11-2022,Sales Managers,0.1215467156707206,0.1359993245699428,59.0,0.013,,Sales managers,0.005397789140020472,637080.0,148270.0,319300.0,98530.0,Bachelor's degree,0.0,0.45,0.9,0.1,0.4833333333333333,0.8666666666666667,28.841176470588238,0.592641261498029
11-2032,Public Relations Managers,,,,,,Public Relations Managers,,74850.0,146910.0,,,Bachelor's degree,0.15,0.55,0.95,0.25,0.5750000000000001,0.9,,
11-2033,Fundraising Managers,0.112947899397106,0.127362296042467,,,,Fundraising Managers,,38810.0,125470.0,,,Bachelor's degree,0.125,0.5625,1.0,0.25,0.5,0.75,31.25625,0.5763716814159292
11-3012,Administrative Services Managers,0.1619580530750206,0.1668637529806011,,,,Administrative Services Managers,,263960.0,114130.0,,,Bachelor's degree,0.0869565217391304,0.3913043478260869,0.6956521739130435,0.2608695652173913,0.5,0.7391304347826086,39.425,0.5278407251537713
11-3013,Facilities Managers,0.1454191579827568,0.1423534239449321,,,,Facilities Managers,,156180.0,106660.0,,,Bachelor's degree,0.0,0.3181818181818182,0.6363636363636364,0.0909090909090909,0.2727272727272727,0.4545454545454546,43.45454545454545,0.4840944647247263
11-3021,Computer and Information Systems Managers,0.1705823463830622,0.1669490290623085,118.0,0.035,,Computer and information systems managers,0.020604664062078244,670570.0,175140.0,288660.0,115780.0,Bachelor's degree,0.1212121212121212,0.5303030303030303,0.9393939393939394,0.303030303030303,0.5606060606060607,0.8181818181818182,32.04117647058824,0.5657905646297985
11-3031,Financial Managers,0.1396333867940478,0.1466379835146599,152.0,0.069,,Financial managers,0.008234420398431249,841710.0,166570.0,478940.0,103910.0,Bachelor's degree,0.0,0.4814814814814814,0.9629629629629628,0.037037037037037,0.4259259259259259,0.8148148148148148,39.141176470588235,0.5858289462328471
11-3051,Industrial Production Managers,0.1592099659486383,0.1593944245698315,107.0,0.03,,Industrial production managers,0.0144623522820549,246250.0,126060.0,143310.0,87160.0,Bachelor's degree,0.0606060606060606,0.4848484848484848,0.9090909090909092,0.1515151515151515,0.3484848484848485,0.5454545454545454,34.38461538461539,0.5164997053624042
11-3061,Purchasing Managers,0.1303294873858338,0.1391678975799782,111.0,0.03,,Purchasing managers,0.006775156024025721,84320.0,148080.0,65220.0,95070.0,Bachelor's degree,0.2285714285714285,0.5857142857142857,0.9428571428571428,0.1142857142857142,0.4714285714285714,0.8285714285714285,46.30555555555556,0.590929028862181
11-3071,"Transportation, Storage, and Distribution Managers",0.1474408236927926,0.1533316771845269,328.0,0.59,0.0,"Transportation, storage, and distribution managers",0.01107477427004204,221180.0,107230.0,90280.0,80210.0,High school diploma or equivalent,0.0357142857142857,0.4821428571428571,0.9285714285714284,0.1785714285714285,0.4732142857142857,0.7678571428571428,39.38846153846154,0.5481677068330933
11-3111,Compensation and Benefits Managers,0.1314880073752221,0.143983659045088,630.0,0.96,,Compensation and benefits managers,0.010090349890482735,22940.0,149230.0,29830.0,89270.0,Bachelor's degree,0.131578947368421,0.513157894736842,0.894736842105263,0.1842105263157894,0.4605263157894737,0.7368421052631579,34.54545454545455,0.5866366788492174
11-3121,Human Resources Managers,0.129307956897778,0.1397239441367859,28.0,0.0055,,Human resources managers,0.007985005314030314,220660.0,149280.0,67700.0,99180.0,Bachelor's degree,0.04,0.48,0.92,0.14,0.45,0.76,37.44615384615385,0.5949962219796825
11-3131,Training and Development Managers,0.1393694973695313,0.1543727773651135,30.0,0.0063,,Training and development managers,0.015146382457557476,48050.0,133000.0,28070.0,89170.0,Bachelor's degree,0.0909090909090909,0.5,0.9090909090909092,0.0454545454545454,0.4772727272727273,0.9090909090909092,41.06666666666667,0.5802479765799898
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",0.1129662044162272,0.1164659376062856,137.0,0.047,,"Farmers, ranchers, and other agricultural managers",0.008034640156697134,6500.0,89900.0,3680.0,60750.0,High school diploma or equivalent,0.0408163265306122,0.3673469387755101,0.6938775510204082,0.1020408163265306,0.2448979591836734,0.3877551020408163,23.009999999999998,0.4759056616597567
11-9021,Construction Managers,0.1485899875402314,0.1460053616297581,154.0,0.071,,Construction managers,0.011139920001042275,380360.0,114990.0,191430.0,83860.0,Bachelor's degree,0.0444444444444444,0.4444444444444445,0.8444444444444444,0.2,0.4,0.6,35.94,0.5203188937491181
11-9031,"Education and Childcare Administrators, Preschool and Daycare",0.138797897750673,0.1509740965992578,71.0,0.015,0.0,"Education administrators, preschool and childcare center/program",0.0191156187820726,73660.0,59300.0,50700.0,42960.0,Bachelor's degree,0.0625,0.46875,0.875,0.28125,0.515625,0.75,38.48235294117647,0.5447809278350516
11-9032,"Education Administrators, Kindergarten through Secondary",0.1256574848841574,0.1408305481178262,22.0,0.0046,,"Education administrators, elementary and secondary school",0.04373884379356615,328330.0,105870.0,222270.0,86970.0,Master's degree,0.0181818181818181,0.4181818181818181,0.8181818181818181,0.2727272727272727,0.4545454545454545,0.6363636363636364,33.028125,0.5824031007751937
11-9033,"Education Administrators, Postsecondary",0.121201161753047,0.134963972444562,52.0,0.01,,"Education administrators, postsecondary",0.00525074591861992,180470.0,104590.0,110360.0,83710.0,Master's degree,0.024390243902439,0.4390243902439024,0.8536585365853658,0.3414634146341463,0.475609756097561,0.6097560975609756,32.93333333333334,0.6036957455951868
11-9041,Architectural and Engineering Managers,0.1657000140161887,0.166611807344094,78.0,0.017,,Architectural and engineering managers,0.01680759859806383,220260.0,171270.0,174720.0,119260.0,Bachelor's degree,0.0,0.4714285714285714,0.9428571428571428,0.1142857142857142,0.3857142857142857,0.6571428571428571,31.410526315789472,0.5801514419204126
11-9051,Food Service Managers,0.1144956447859209,0.1258812991916098,162.0,0.083,,Food service managers,0.005765397193521875,238430.0,69390.0,186830.0,48130.0,High school diploma or equivalent,0.0625,0.4166666666666666,0.7708333333333333,0.1875,0.3958333333333333,0.6041666666666666,36.857142857142854,0.5000790263948158
11-9071,Gambling Managers,0.1076220000943354,0.1131499534429505,165.0,0.091,,Gaming managers,0.0085992364920326,5030.0,93220.0,3230.0,66960.0,High school diploma or equivalent,0.3235294117647059,0.5735294117647058,0.8235294117647058,0.2647058823529412,0.4852941176470588,0.7058823529411764,39.16315789473684,0.5281645569620252
11-9072,"Entertainment and Recreation Managers, Except Gambling",0.113838538975817,0.12844278869584,,,,"Entertainment and Recreation Managers, Except Gambling",,37980.0,79520.0,,,Bachelor's degree,0.1764705882352941,0.3529411764705882,0.5294117647058824,0.2352941176470588,0.3823529411764705,0.5294117647058824,28.841176470588238,0.5261818778726199
11-9081,Lodging Managers,0.1168266962975722,0.1262848756884367,12.0,0.0039,,Lodging managers,0.004603631657350767,42620.0,69250.0,29920.0,46880.0,High school diploma or equivalent,0.0434782608695652,0.4565217391304347,0.8695652173913043,0.2608695652173913,0.3804347826086956,0.5,33.7875,0.5115781710914453
11-9111,Medical and Health Services Managers,0.1393780042673663,0.1495879248688094,36.0,0.0073,,Medical and health services managers,0.008420085731781938,597080.0,123860.0,282990.0,84270.0,Bachelor's degree,0.0,0.4285714285714285,0.8571428571428571,0.1142857142857142,0.3714285714285714,0.6285714285714286,28.0,0.5721618615792626
11-9121,Natural Sciences Managers,0.168072705374287,0.1756526459504179,80.0,0.018,,Natural sciences managers,0.009663283431703333,108690.0,167220.0,45920.0,116020.0,Bachelor's degree,0.1333333333333333,0.5666666666666667,1.0,0.3666666666666666,0.5666666666666667,0.7666666666666666,26.475,0.5467654877950536
11-9131,Postmasters and Mail Superintendents,0.1124783960673593,0.1194975526779473,409.0,0.75,,Postmasters and mail superintendents,,13810.0,96660.0,25160.0,60300.0,High school diploma or equivalent,0.1428571428571428,0.5238095238095237,0.9047619047619048,0.238095238095238,0.4523809523809523,0.6666666666666666,40.26153846153846,0.5355031981216096
11-9141,"Property, Real Estate, and Community Association Managers",0.1224526870552893,0.1210216573790792,446.0,0.81,,"Property, real estate, and community association managers",0.00563045246502135,311180.0,69990.0,147110.0,51480.0,High school diploma or equivalent,0.0,0.4431818181818182,0.8863636363636364,0.2045454545454545,0.4318181818181818,0.6590909090909091,36.58148148148148,0.5781858653311073
11-9151,Social and Community Service Managers,0.1487491824499912,0.1573178570649191,33.0,0.0067,0.0,Social and community service managers,0.005374522807520375,209330.0,80390.0,116480.0,57950.0,Bachelor's degree,0.0714285714285714,0.3928571428571428,0.7142857142857142,0.25,0.4464285714285714,0.6428571428571428,29.88125,0.5672587774163956
11-9161,Emergency Management Directors,0.1400290034905461,0.1477574264235543,3.0,0.003,,Emergency management directors,0.002432107290675867,13500.0,93330.0,11800.0,55360.0,Bachelor's degree,0.0,0.4222222222222222,0.8444444444444444,0.4,0.6,0.8,32.25217391304348,0.5505600853463384
11-9171,Funeral Home Managers,0.103229667053462,0.1119793756531048,,,,Funeral Home Managers,,13910.0,78790.0,,,Associate's degree,0.1428571428571428,0.4285714285714285,0.7142857142857142,0.2857142857142857,0.5357142857142857,0.7857142857142857,32.93043478260869,0.501073729420186
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",0.1225740860196656,0.1400662295877819,220.0,0.24,,"Agents and business managers of artists, performers, and athletes",0.02381727925369046,12620.0,82890.0,11790.0,63130.0,Bachelor's degree,0.1739130434782608,0.5434782608695652,0.9130434782608696,0.3043478260869565,0.3695652173913043,0.4347826086956521,32.05,0.5698433420365536
13-1021,"Buyers and Purchasing Agents, Farm Products",0.1020620983115024,0.1155480060469633,506.0,0.87,,"Buyers and purchasing agents, farm products",0.002779551189343867,,,10250.0,54220.0,,0.0555555555555555,0.5277777777777778,1.0,0.0555555555555555,0.25,0.4444444444444444,36.699999999999996,0.5350285417747794
13-1022,"Wholesale and Retail Buyers, Except Farm Products",0.1071897009909485,0.1253285637997238,237.0,0.29,,"Wholesale and retail buyers, except farm products",0.00497713384841888,,,108220.0,49650.0,,0.0333333333333333,0.4666666666666667,0.9,0.1,0.4,0.7,38.33,0.5434428338622523
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.1326274023506206,0.1402149607565822,423.0,0.77,,"Purchasing agents, except wholesale, retail, and farm products",0.00952988979203617,,,272370.0,56580.0,,0.0526315789473684,0.4736842105263157,0.894736842105263,0.1578947368421052,0.3684210526315789,0.5789473684210527,40.56315789473685,0.5893258932589326
13-1031,"Claims Adjusters, Examiners, and Investigators",0.1111281749427669,0.113357356482158,675.0,0.98,1.0,"Claims adjusters, examiners, and investigators",0.0041693267840157994,324230.0,78000.0,262540.0,58620.0,High school diploma or equivalent,0.08,0.52,0.96,0.18,0.49,0.8,44.81111111111112,0.5728541226215645
13-1032,"Insurance Appraisers, Auto Damage",0.0772628069092189,0.0870137466922883,685.0,0.98,,"Insurance appraisers, auto damage",0.0020846633920079,11560.0,78240.0,10280.0,56230.0,Postsecondary nondegree award,0.0,0.5,1.0,0.1428571428571428,0.5,0.8571428571428571,47.214285714285715,0.5061860772022435
13-1041,Compliance Officers,0.1437267900529821,0.1444998395263389,159.0,0.08,0.0,Compliance oﬃcers,0.0042996182460163,417070.0,80730.0,204000.0,58720.0,Bachelor's degree,0.4545454545454546,0.6818181818181819,0.9090909090909092,0.4545454545454546,0.6136363636363636,0.7727272727272727,44.333333333333336,0.5154411183950716
13-1051,Cost Estimators,0.1366198189255384,0.1454505068317911,321.0,0.57,1.0,Cost estimators,0.01087933707704125,224220.0,78740.0,183790.0,57860.0,Bachelor's degree,0.0,0.5,1.0,0.1538461538461538,0.4807692307692308,0.8076923076923077,43.035714285714285,0.6000357589844448
13-1071,Human Resources Specialists,0.1388085619926892,0.1494666256810821,,,,Human Resources Specialists,0.010125507904038444,912430.0,75940.0,,,Bachelor's degree,0.3333333333333333,0.6444444444444445,0.9555555555555556,0.3777777777777777,0.5888888888888889,0.8,46.90384615384615,0.5630197140988509
13-1074,Farm Labor Contractors,0.1093780693748223,0.1091627898994592,649.0,0.97,1.0,Farm labour contractors,,310.0,58460.0,830.0,29990.0,No formal educational credential,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,30.142857142857142,0.4402719058277377
13-1075,Labor Relations Specialists,0.1160097172050772,0.1210333403260266,,,,Labor Relations Specialists,0.00523771677241986,64810.0,95420.0,,,Bachelor's degree,0.1698113207547169,0.5471698113207547,0.9245283018867924,0.1132075471698113,0.4433962264150943,0.7735849056603773,38.1,0.5982481488170491
13-1081,Logisticians,0.1543630953152158,0.1578435798687866,55.0,0.012,,Logisticians,0.00833865356803163,251040.0,82320.0,104800.0,70800.0,Bachelor's degree,0.0909090909090909,0.5,0.9090909090909092,0.1818181818181818,0.4545454545454546,0.7272727272727273,35.800000000000004,0.5946901129212999
13-1082,Project Management Specialists,,,,,,Project Management Specialists,,1066670.0,102320.0,,,Bachelor's degree,0.1,0.55,1.0,0.05,0.4,0.75,,
13-1111,Management Analysts,0.185038779398921,0.1921801156729967,182.0,0.13,,Management analysts,0.026823754739351877,898280.0,101860.0,536310.0,78160.0,Bachelor's degree,0.0952380952380952,0.4047619047619047,0.7142857142857142,0.1904761904761904,0.5,0.8095238095238095,37.13636363636363,0.5932689799112967
13-1121,"Meeting, Convention, and Event Planners",0.1334695339930641,0.1459590159755428,121.0,0.037,0.0,"Meeting, convention, and event planners",0.010051055640038142,142860.0,61160.0,56950.0,45260.0,Bachelor's degree,0.1081081081081081,0.4864864864864865,0.8648648648648649,0.081081081081081,0.3648648648648649,0.6486486486486487,38.63333333333333,0.5248733302625519
13-1131,Fundraisers,0.0954434306359288,0.1081115912510162,,,,Fundraisers,0.0077523419890294125,111040.0,72550.0,,,Bachelor's degree,0.1538461538461538,0.5192307692307693,0.8846153846153847,0.25,0.4903846153846154,0.7307692307692308,39.0,0.5808684707363119
13-1141,"Compensation, Benefits, and Job Analysis Specialists",0.1353099230634478,0.1523716901072693,286.0,0.47,,"Compensation, benefits, and job analysis specialists",0.0609577911502316,112380.0,78210.0,102830.0,57000.0,Bachelor's degree,0.0789473684210526,0.4736842105263157,0.8684210526315789,0.3157894736842105,0.4736842105263157,0.631578947368421,40.65,0.5785826480643075
13-1151,Training and Development Specialists,0.1423058111438027,0.1616258989821457,64.0,0.014,,Training and development specialists,0.012012872796445601,458300.0,69280.0,203870.0,54160.0,Bachelor's degree,0.1052631578947368,0.5526315789473684,1.0,0.4210526315789473,0.5921052631578947,0.763157894736842,42.63,0.5804698457223001
13-1161,Market Research Analysts and Marketing Specialists,0.1153646213450464,0.1420199412442118,337.0,0.61,1.0,Market research analysts and marketing specialists,0.027452411043504293,899580.0,78760.0,261780.0,60570.0,Bachelor's degree,0.0,0.5,1.0,0.2307692307692307,0.576923076923077,0.9230769230769232,39.43846153846154,0.6002962704775183
13-2011,Accountants and Auditors,0.1451696878862016,0.1512877880690661,589.0,0.94,1.0,Accountants and auditors,0.04988534351343951,1449500.0,83680.0,1072490.0,61690.0,Bachelor's degree,0.12,0.56,1.0,0.2,0.52,0.84,43.891999999999996,0.5886836441893829
13-2022,Appraisers of Personal and Business Property,0.0899847572393782,0.1009157212985662,,,,Appraisers of Personal and Business Property,,,,,,,0.1428571428571428,0.5714285714285714,1.0,0.3571428571428571,0.5714285714285714,0.7857142857142857,38.07857142857143,0.5301048183960347
13-2023,Appraisers and Assessors of Real Estate,0.0928947540775156,0.1011327312894413,,,,Appraisers and Assessors of Real Estate,,,,,,,0.0178571428571428,0.4910714285714285,0.9642857142857142,0.1964285714285714,0.4642857142857142,0.7321428571428571,44.19285714285714,0.5253623188405796
13-2031,Budget Analysts,0.1319363035432078,0.1367004205201567,594.0,0.94,,Budget analysts,0.00583705749762214,47160.0,91640.0,58290.0,68200.0,Bachelor's degree,0.08,0.52,0.96,0.32,0.64,0.96,48.95384615384615,0.583185526782547
13-2041,Credit Analysts,0.09122120012594,0.1067712066370412,677.0,0.98,1.0,Credit analysts,0.0054070956730205,64390.0,83510.0,62680.0,58850.0,Bachelor's degree,0.1111111111111111,0.5555555555555556,1.0,0.2222222222222222,0.5555555555555556,0.8888888888888888,54.445454545454545,0.5922188891918917
13-2051,Financial and Investment Analysts,,,217.0,0.23,,Financial analysts,0.02918528748811084,361980.0,102740.0,220810.0,74350.0,Bachelor's degree,0.0,0.4615384615384615,0.9230769230769232,0.1538461538461538,0.5,0.8461538461538463,,
13-2052,Personal Financial Advisors,0.1308735571607396,0.1446889228906056,324.0,0.58,,Personal financial advisors,0.026006175815298783,266800.0,105070.0,155360.0,64750.0,Bachelor's degree,0.0526315789473684,0.5,0.9473684210526316,0.3947368421052631,0.6710526315789473,0.9473684210526316,40.41428571428572,0.5954692556634305
13-2053,Insurance Underwriters,0.0738148290113659,0.0907775380320902,698.0,0.99,1.0,Insurance underwriters,0.005124797505352733,105420.0,81370.0,95350.0,59290.0,Bachelor's degree,0.1428571428571428,0.5714285714285714,1.0,0.1428571428571428,0.5,0.8571428571428571,52.75714285714286,0.5684200760738474
13-2054,Financial Risk Specialists,,,,,,Financial Risk Specialists,,63850.0,117330.0,,,Bachelor's degree,0.0666666666666666,0.5333333333333333,1.0,0.2333333333333333,0.5833333333333334,0.9333333333333332,,
13-2061,Financial Examiners,0.1521686091090834,0.1536658180257429,198.0,0.17,,Financial examiners,0.021042071113079926,67830.0,94160.0,27860.0,74940.0,Bachelor's degree,0.0606060606060606,0.5,0.9393939393939394,0.303030303030303,0.5757575757575758,0.8484848484848485,39.12352941176471,0.6008113240117384
13-2071,Credit Counselors,0.1061335384636069,0.1182164913925094,126.0,0.04,,Credit counselors,0.04061836327865432,27770.0,52230.0,29560.0,38140.0,Bachelor's degree,0.2727272727272727,0.625,0.9772727272727272,0.4545454545454546,0.6931818181818182,0.931818181818182,50.24347826086956,0.5887756039312941
13-2072,Loan Officers,0.096805732122594,0.1063308091665322,686.0,0.98,1.0,Loan oﬃcers,0.007876711111848083,274330.0,76690.0,283330.0,56490.0,Bachelor's degree,0.2045454545454545,0.5909090909090909,0.9772727272727272,0.3409090909090909,0.6477272727272727,0.9545454545454546,50.90588235294118,0.560902934537246
13-2081,"Tax Examiners and Collectors, and Revenue Agents",0.0919604889676521,0.0932148013776888,586.0,0.93,1.0,"Tax examiners and collectors, and revenue agents",0.0048044976612682125,56610.0,62370.0,68530.0,49360.0,Bachelor's degree,0.1935483870967742,0.5806451612903225,0.967741935483871,0.4516129032258064,0.6774193548387096,0.9032258064516128,50.857142857142854,0.570412147505423
13-2082,Tax Preparers,0.1037059504543757,0.1117132891438646,695.0,0.99,,Tax preparers,0.023270055113288383,76480.0,54920.0,56990.0,30990.0,High school diploma or equivalent,0.25,0.625,1.0,0.25,0.625,1.0,57.98333333333333,0.5805687203791469
15-1211,Computer Systems Analysts,0.1658976958960167,0.1563751272313443,,,,Computer Systems Analysts,,519530.0,105850.0,,,Bachelor's degree,0.5882352941176471,0.75,0.9117647058823528,0.1176470588235294,0.4705882352941176,0.8235294117647058,44.945454545454545,0.5681818181818181
15-1212,Information Security Analysts,0.1451401010302948,0.1293799853603366,,,,Information Security Analysts,,190650.0,129180.0,,,Bachelor's degree,0.3478260869565217,0.6521739130434783,0.9565217391304348,0.0869565217391304,0.5434782608695652,1.0,45.82727272727273,0.5724761255115962
15-1221,Computer and Information Research Scientists,0.1570328137372494,0.1597759504169769,,,,Computer and Information Research Scientists,,37200.0,140300.0,,,Master's degree,0.3846153846153846,0.6346153846153847,0.8846153846153847,0.2307692307692307,0.5,0.7692307692307693,34.55333333333333,0.5848277001900669
15-1231,Computer Network Support Specialists,0.120807652603648,0.1098439098672278,,,,Computer Network Support Specialists,,146190.0,76220.0,,,Associate's degree,0.4615384615384615,0.6346153846153847,0.8076923076923077,0.2307692307692307,0.5384615384615385,0.8461538461538463,53.25769230769231,0.5343964712867928
15-1232,Computer User Support Specialists,0.1748940764091354,0.1648187707768026,,,,Computer User Support Specialists,,717190.0,61860.0,,,"Some college, no degree",0.4444444444444444,0.611111111111111,0.7777777777777777,0.4814814814814814,0.6666666666666666,0.8518518518518519,38.45,0.5223084384093113
15-1241,Computer Network Architects,0.159991055045714,0.1526059194157834,,,,Computer Network Architects,,179740.0,134050.0,,,Bachelor's degree,0.390625,0.6640625,0.9375,0.203125,0.5546875,0.90625,45.24545454545454,0.5625564774500945
15-1242,Database Administrators,0.1704161663334792,0.1584588253136837,,,,Database Administrators,,69990.0,104620.0,,,Bachelor's degree,0.8709677419354839,0.935483870967742,1.0,0.2903225806451612,0.5967741935483871,0.9032258064516128,52.93888888888889,0.5824683820322721
15-1243,Database Architects,0.1676505092699092,0.158849107269603,,,,Database Architects,,67140.0,139500.0,,,Bachelor's degree,0.7560975609756098,0.8780487804878049,1.0,0.2439024390243902,0.5975609756097561,0.951219512195122,49.332,0.5750475531730935
15-1244,Network and Computer Systems Administrators,0.1522104101280302,0.1386739080814818,,,,Network and Computer Systems Administrators,,314340.0,99130.0,,,Bachelor's degree,0.5405405405405406,0.7297297297297298,0.918918918918919,0.1621621621621621,0.5135135135135136,0.8648648648648649,47.765,0.532005120819331
15-1251,Computer Programmers,0.1906889773484094,0.1752878527427509,,,,Computer Programmers,,92230.0,100390.0,,,Bachelor's degree,0.9,0.95,1.0,0.4333333333333333,0.6833333333333333,0.9333333333333332,55.3235294117647,0.569993778330815
15-1252,Software Developers,0.1752804053528834,0.1641997233824697,,,,Software Developers,,1687890.0,135980.0,,,Bachelor's degree,0.7894736842105263,0.8684210526315789,0.9473684210526316,0.0526315789473684,0.4473684210526315,0.8421052631578947,46.71176470588235,0.5718039322279606
15-1253,Software Quality Assurance Analysts and Testers,0.1819325276835149,0.1548124308502102,,,,Software Quality Assurance Analysts and Testers,,186740.0,104300.0,,,Bachelor's degree,0.8070175438596491,0.8771929824561403,0.9473684210526316,0.3157894736842105,0.6140350877192982,0.912280701754386,55.5,0.5779720279720278
15-1254,Web Developers,0.1674451291700198,0.1518270925416311,,,,Web Developers,,70190.0,92650.0,,,Bachelor's degree,0.8653846153846154,0.9326923076923076,1.0,0.3076923076923077,0.6346153846153847,0.9615384615384616,54.48518518518518,0.5596138794677799
15-1255,Web and Digital Interface Designers,,,,,,Web and Digital Interface Designers,,113330.0,104000.0,,,Bachelor's degree,0.6666666666666666,0.8333333333333333,1.0,0.3666666666666666,0.6833333333333333,1.0,,
15-2011,Actuaries,0.0968974432991964,0.1116981764291122,209.0,0.21,,Actuaries,0.010749045615040783,26670.0,130000.0,18320.0,87650.0,Bachelor's degree,0.0,0.5,1.0,0.2222222222222222,0.537037037037037,0.8518518518518519,32.34,0.6070235546038544
15-2021,Mathematicians,0.0874996546678737,0.1087079977602797,135.0,0.047,,Mathematicians,0.040303492245486454,2030.0,126710.0,2830.0,99380.0,Master's degree,1.0,1.0,1.0,0.3809523809523809,0.6904761904761905,1.0,42.108333333333334,0.6331015537814404
15-2031,Operations Research Analysts,0.1490016778437066,0.1581319866364547,117.0,0.035,,Operations research analysts,0.07228570311787465,108510.0,88940.0,62210.0,70960.0,Bachelor's degree,0.2580645161290322,0.6290322580645161,1.0,0.2580645161290322,0.6290322580645161,1.0,41.34117647058824,0.618237347294939
15-2041,Statisticians,0.1280152295639296,0.1460676448861348,213.0,0.22,,Statisticians,0.052517481606353375,29030.0,105650.0,22830.0,72830.0,Master's degree,0.5789473684210527,0.7894736842105263,1.0,0.4736842105263157,0.7105263157894737,0.9473684210526316,54.75789473684211,0.6033548387096774
15-2051,Data Scientists,,,,,,Data Scientists,,262440.0,120230.0,,,Bachelor's degree,0.5,0.75,1.0,0.25,0.59375,0.9375,,
17-1011,"Architects, Except Landscape and Naval",0.1369326336051773,0.1413658677620382,82.0,0.018,,"Architects, except landscape and naval",0.00901616917043422,106770.0,99280.0,87700.0,72550.0,Bachelor's degree,0.0697674418604651,0.4883720930232558,0.9069767441860463,0.1627906976744186,0.4302325581395348,0.6976744186046512,38.1,0.5879791618070134
17-1012,Landscape Architects,0.1347716509931797,0.1379074118967123,133.0,0.045,0.0,Landscape architects,0.01336790400125074,19600.0,79870.0,16680.0,62090.0,Bachelor's degree,0.0,0.4210526315789473,0.8421052631578947,0.0526315789473684,0.3684210526315789,0.6842105263157894,30.710526315789473,0.5729216915902878
17-1021,Cartographers and Photogrammetrists,0.1277477496423458,0.1354321977087302,515.0,0.88,,Cartographers and photogrammetrists,0.008816388928700134,14260.0,81390.0,11670.0,54510.0,Bachelor's degree,0.04,0.52,1.0,0.08,0.46,0.84,54.07142857142857,0.5420335603920917
17-1022,Surveyors,0.1235544035042154,0.1347513147473483,262.0,0.38,1.0,Surveyors,0.0127034175450482,50830.0,75440.0,43950.0,54880.0,Bachelor's degree,0.1111111111111111,0.4888888888888889,0.8666666666666667,0.1333333333333333,0.4333333333333333,0.7333333333333334,32.63333333333333,0.4930309964634906
17-2011,Aerospace Engineers,0.1482174168280873,0.1512807425285499,79.0,0.017,,Aerospace engineers,0.008175789240531,67710.0,134960.0,78450.0,97480.0,Bachelor's degree,0.2142857142857142,0.5714285714285714,0.9285714285714284,0.1428571428571428,0.5178571428571428,0.8928571428571428,33.82142857142857,0.5901107133938233
17-2021,Agricultural Engineers,0.1202810874640859,0.1233019565720319,295.0,0.49,,Agricultural engineers,0.01368060351005195,1480.0,98590.0,2520.0,71090.0,Bachelor's degree,0.074074074074074,0.4259259259259259,0.7777777777777777,0.0,0.3333333333333333,0.6666666666666666,28.071428571428573,0.5295173961840628
17-2031,Bioengineers and Biomedical Engineers,0.1351223276336779,0.1430948932018589,120.0,0.037,,Biomedical engineers,0.0069054474860262005,23480.0,109370.0,15280.0,81540.0,Bachelor's degree,0.2307692307692307,0.5897435897435898,0.9487179487179488,0.2564102564102564,0.5384615384615384,0.8205128205128205,37.4,0.5739213197969544
17-2041,Chemical Engineers,0.1152155365626855,0.1195785978347429,77.0,0.017,,Chemical engineers,0.006384281638024225,21070.0,125040.0,28720.0,90300.0,Bachelor's degree,0.0769230769230769,0.4615384615384615,0.8461538461538463,0.0769230769230769,0.3461538461538461,0.6153846153846154,38.58571428571429,0.5852881078872088
17-2051,Civil Engineers,0.1388706977382235,0.141903827798686,84.0,0.019,0.0,Civil engineers,0.0039087438600148,367840.0,100840.0,249120.0,77560.0,Bachelor's degree,0.0714285714285714,0.4464285714285714,0.8214285714285714,0.1428571428571428,0.375,0.6071428571428571,28.46875,0.5917749262771976
